*rse  [safe: not_safe=0.317, safe=0.683]
penas  [not safe: not_safe=0.955, safe=0.045]
pendeja  [safe: not_safe=0.014, safe=0.986]
pendejada  [safe: not_safe=0.013, safe=0.987]
pendejadas  [safe: not_safe=0.009, safe=0.991]
pendejo  [safe: not_safe=0.037, safe=0.963]
pendejos  [safe: not_safe=0.019, safe=0.981]
pendy  [safe: not_safe=0.736, safe=0.264]
penetrate  [safe: not_safe=0.019, safe=0.981]
penetration  [safe: not_safe=0.005, safe=0.995]
penial  [safe: not_safe=0.082, safe=0.918]
penile  [safe: not_safe=0.042, safe=0.958]
penis  [not safe: not_safe=0.959, safe=0.041]
penisbanger  [not safe: not_safe=0.877, safe=0.123]
penisbreath  [safe: not_safe=0.210, safe=0.790]
penises  [safe: not_safe=0.180, safe=0.820]
penisfcker  [safe: not_safe=0.320, safe=0.680]
penisfuccer  [safe: not_safe=0.016, safe=0.984]
penisfucker  [safe: not_safe=0.295, safe=0.705]
penisfuckers  [safe: not_safe=0.397, safe=0.603]
penisfvcker  [safe: not_safe=0.409, safe=0.591]
penisfvckers  [safe: not_safe=0.626, safe=0.374]
penishead  [safe: not_safe=0.021, safe=0.979]
penisland  [safe: not_safe=0.163, safe=0.837]
penislick  [safe: not_safe=0.390, safe=0.610]
penislicker  [safe: not_safe=0.734, safe=0.266]
penispuffer  [safe: not_safe=0.696, safe=0.304]
penoze  [not safe: not_safe=0.955, safe=0.045]
pentele  [safe: not_safe=0.052, safe=0.948]
penthouse  [safe: not_safe=0.005, safe=0.995]
penus  [not safe: not_safe=0.908, safe=0.092]
penuus  [safe: not_safe=0.219, safe=0.781]
perkele  [not safe: not_safe=0.987, safe=0.013]
perkeleesti  [safe: not_safe=0.007, safe=0.993]
perra  [not safe: not_safe=0.970, safe=0.030]
persaukinen  [not safe: not_safe=0.853, safe=0.147]
perse  [not safe: not_safe=0.870, safe=0.130]
perseennuolija  [safe: not_safe=0.332, safe=0.668]
persereikä  [not safe: not_safe=0.989, safe=0.011]
perseääliö  [not safe: not_safe=0.906, safe=0.094]
persläpi  [not safe: not_safe=0.974, safe=0.026]
perspano  [safe: not_safe=0.015, safe=0.985]
persvako  [safe: not_safe=0.009, safe=0.991]
perv  [safe: not_safe=0.150, safe=0.850]
perversion  [safe: not_safe=0.004, safe=0.996]
pervertido  [safe: not_safe=0.022, safe=0.978]
pesce  [not safe: not_safe=0.844, safe=0.156]
petuh  [safe: not_safe=0.728, safe=0.272]
peyote  [safe: not_safe=0.216, safe=0.784]
pezón  [not safe: not_safe=0.943, safe=0.057]
ph@ggots  [safe: not_safe=0.024, safe=0.976]
phaggot  [safe: not_safe=0.468, safe=0.532]
phaggots  [safe: not_safe=0.668, safe=0.332]
phagot  [safe: not_safe=0.058, safe=0.942]
phags  [safe: not_safe=0.349, safe=0.651]
phalli  [safe: not_safe=0.146, safe=0.854]
phallic  [safe: not_safe=0.065, safe=0.935]
phonesex  [safe: not_safe=0.022, safe=0.978]
phuc  [safe: not_safe=0.653, safe=0.347]
phucc  [safe: not_safe=0.683, safe=0.317]
phuccer  [safe: not_safe=0.734, safe=0.266]
phucchead  [not safe: not_safe=0.964, safe=0.036]
phuccing  [safe: not_safe=0.212, safe=0.788]
phuck  [not safe: not_safe=0.988, safe=0.012]
phuck3r  [safe: not_safe=0.127, safe=0.873]
phucked  [not safe: not_safe=0.998, safe=0.002]
phucker  [not safe: not_safe=0.995, safe=0.005]
phuckin  [not safe: not_safe=0.966, safe=0.034]
phucking  [not safe: not_safe=0.993, safe=0.007]
phuckings  [not safe: not_safe=0.969, safe=0.031]
phucks  [not safe: not_safe=0.997, safe=0.003]
phucup  [safe: not_safe=0.783, safe=0.217]
phuk  [safe: not_safe=0.638, safe=0.362]
phuked  [safe: not_safe=0.253, safe=0.747]
phukeds  [safe: not_safe=0.176, safe=0.824]
phuker  [safe: not_safe=0.267, safe=0.733]
phukhead  [not safe: not_safe=0.961, safe=0.039]
phuking  [safe: not_safe=0.293, safe=0.707]
phukings  [safe: not_safe=0.053, safe=0.947]
phukk  [not safe: not_safe=0.945, safe=0.055]
phukked  [not safe: not_safe=0.991, safe=0.009]
phukkeds  [not safe: not_safe=0.995, safe=0.005]
phukker  [not safe: not_safe=0.983, safe=0.017]
phukking  [safe: not_safe=0.312, safe=0.688]
phuks  [safe: not_safe=0.687, safe=0.313]
phukshit  [not safe: not_safe=0.812, safe=0.188]
phuku  [safe: not_safe=0.629, safe=0.371]
phukup  [safe: not_safe=0.332, safe=0.668]
phungky  [safe: not_safe=0.645, safe=0.355]
phuq  [safe: not_safe=0.722, safe=0.278]
phuqs  [safe: not_safe=0.189, safe=0.811]
phvckings  [safe: not_safe=0.648, safe=0.352]
picaninny  [safe: not_safe=0.696, safe=0.304]
piccaninny  [safe: not_safe=0.042, safe=0.958]
picio  [safe: not_safe=0.478, safe=0.522]
picka  [not safe: not_safe=0.833, safe=0.167]
pickaninnies  [not safe: not_safe=0.920, safe=0.080]
pickaninny  [safe: not_safe=0.717, safe=0.283]
picsa  [not safe: not_safe=0.955, safe=0.045]
picsákat  [safe: not_safe=0.039, safe=0.961]
picsát  [not safe: not_safe=0.909, safe=0.091]
pieceofshit  [safe: not_safe=0.060, safe=0.940]
piefke  [safe: not_safe=0.073, safe=0.927]
piefkes  [safe: not_safe=0.407, safe=0.593]
pieprzyć  [not safe: not_safe=0.952, safe=0.048]
pierdol  [safe: not_safe=0.137, safe=0.863]
pierdolec  [safe: not_safe=0.594, safe=0.406]
pierdolić  [safe: not_safe=0.324, safe=0.676]
pierdolnięty  [safe: not_safe=0.055, safe=0.945]
pierdolnąć  [safe: not_safe=0.084, safe=0.916]
pierdoła  [safe: not_safe=0.790, safe=0.210]
pierdzieć  [safe: not_safe=0.013, safe=0.987]
piesen  [safe: not_safe=0.012, safe=0.988]
pig fucker  [not safe: not_safe=0.980, safe=0.020]
pigfucker  [safe: not_safe=0.210, safe=0.790]
pigfuckers  [safe: not_safe=0.531, safe=0.469]
pigfucking  [safe: not_safe=0.074, safe=0.926]
pigfukker  [safe: not_safe=0.192, safe=0.808]
piggyfuck  [safe: not_safe=0.087, safe=0.913]
pigshit  [safe: not_safe=0.010, safe=0.990]
pijpbekkieg  [safe: not_safe=0.044, safe=0.956]
pijpen  [safe: not_safe=0.027, safe=0.973]
pik  [safe: not_safe=0.462, safe=0.538]
piker  [safe: not_safe=0.636, safe=0.364]
pikey  [safe: not_safe=0.536, safe=0.464]
pikhår  [safe: not_safe=0.804, safe=0.196]
pikk  [not safe: not_safe=0.952, safe=0.048]
pikslugeri  [safe: not_safe=0.012, safe=0.988]
piksutteri  [safe: not_safe=0.011, safe=0.989]
piky  [safe: not_safe=0.759, safe=0.241]
pilantra  [safe: not_safe=0.008, safe=0.992]
pilkunnussija  [safe: not_safe=0.079, safe=0.921]
pillow biter  [not safe: not_safe=0.998, safe=0.002]
pillow-biter  [not safe: not_safe=0.997, safe=0.003]
pillowbiter  [safe: not_safe=0.130, safe=0.870]
pillu  [not safe: not_safe=0.966, safe=0.034]
pillut  [not safe: not_safe=0.989, safe=0.011]
pimmel  [safe: not_safe=0.468, safe=0.532]
pimp  [not safe: not_safe=0.830, safe=0.170]
pimped  [not safe: not_safe=0.997, safe=0.003]
pimper  [safe: not_safe=0.036, safe=0.964]
pimpern  [not safe: not_safe=0.949, safe=0.051]
pimpis  [not safe: not_safe=0.992, safe=0.008]
pimpjuic  [not safe: not_safe=0.888, safe=0.112]
pimpjuice  [not safe: not_safe=0.973, safe=0.027]
pimpsimp  [safe: not_safe=0.247, safe=0.753]
pina  [safe: not_safe=0.388, safe=0.612]
pincare  [safe: not_safe=0.005, safe=0.995]
pinche  [safe: not_safe=0.533, safe=0.467]
pindick  [safe: not_safe=0.495, safe=0.505]
pinkeln  [safe: not_safe=0.774, safe=0.226]
pinko  [not safe: not_safe=0.960, safe=0.040]
pinnolone  [not safe: not_safe=0.847, safe=0.153]
pinto  [safe: not_safe=0.334, safe=0.666]
pinák  [safe: not_safe=0.232, safe=0.768]
pinákat  [safe: not_safe=0.641, safe=0.359]
pinát  [safe: not_safe=0.613, safe=0.387]
pipari  [safe: not_safe=0.548, safe=0.452]
pipi  [not safe: not_safe=0.881, safe=0.119]
pippa  [not safe: not_safe=0.835, safe=0.165]
pippone  [safe: not_safe=0.665, safe=0.335]
pipì  [not safe: not_safe=0.932, safe=0.068]
piranha  [safe: not_safe=0.004, safe=0.996]
pirla  [not safe: not_safe=0.844, safe=0.156]
piroca  [safe: not_safe=0.369, safe=0.631]
pirocudo  [safe: not_safe=0.610, safe=0.390]
piru  [safe: not_safe=0.781, safe=0.219]
pis  [safe: not_safe=0.444, safe=0.556]
pisciare  [safe: not_safe=0.371, safe=0.629]
piscio  [safe: not_safe=0.055, safe=0.945]
pisello  [safe: not_safe=0.611, safe=0.389]
pises  [not safe: not_safe=0.991, safe=0.009]
pisin  [not safe: not_safe=0.990, safe=0.010]
pising  [safe: not_safe=0.303, safe=0.697]
pisof  [safe: not_safe=0.135, safe=0.865]
piss  [safe: not_safe=0.718, safe=0.282]
piss face  [not safe: not_safe=0.994, safe=0.006]
piss off  [not safe: not_safe=0.984, safe=0.016]
piss off fuckhead  [not safe: not_safe=0.998, safe=0.002]
piss shit  [not safe: not_safe=0.998, safe=0.002]
pissed  [safe: not_safe=0.478, safe=0.522]
pissen  [safe: not_safe=0.605, safe=0.395]
pisser  [safe: not_safe=0.067, safe=0.933]
pissers  [safe: not_safe=0.036, safe=0.964]
pisses  [not safe: not_safe=0.887, safe=0.113]
pissflap  [safe: not_safe=0.329, safe=0.671]
pissflaps  [not safe: not_safe=0.844, safe=0.156]
pisshead  [safe: not_safe=0.016, safe=0.984]
pissin  [safe: not_safe=0.120, safe=0.880]
pissing  [safe: not_safe=0.011, safe=0.989]
pissmonger  [safe: not_safe=0.238, safe=0.762]
pissoff  [safe: not_safe=0.550, safe=0.450]
pissoffs  [safe: not_safe=0.795, safe=0.205]
pisspants  [safe: not_safe=0.641, safe=0.359]
pisspig  [safe: not_safe=0.662, safe=0.338]
pisspot  [safe: not_safe=0.322, safe=0.678]
pissrag  [safe: not_safe=0.033, safe=0.967]
pistol  [safe: not_safe=0.038, safe=0.962]
pistolotto  [safe: not_safe=0.151, safe=0.849]
pistää  [not safe: not_safe=0.972, safe=0.028]
pitt  [safe: not_safe=0.786, safe=0.214]
pizda  [safe: not_safe=0.731, safe=0.269]
pizdato  [safe: not_safe=0.056, safe=0.944]
pizdatyi  [safe: not_safe=0.398, safe=0.602]
pizdet  [not safe: not_safe=0.979, safe=0.021]
pizdets  [not safe: not_safe=0.988, safe=0.012]
pizdiuk  [safe: not_safe=0.337, safe=0.663]
pizdoproebina  [safe: not_safe=0.216, safe=0.784]
pizdoproyob  [safe: not_safe=0.576, safe=0.424]
pizdylina  [safe: not_safe=0.694, safe=0.306]
piĉen  [not safe: not_safe=0.894, safe=0.106]
piĉo  [not safe: not_safe=0.894, safe=0.106]
piča  [not safe: not_safe=0.906, safe=0.094]
playboy  [safe: not_safe=0.005, safe=0.995]
playgirl  [safe: not_safe=0.003, safe=0.997]
pleasurechest  [safe: not_safe=0.076, safe=0.924]
pleurislaaier  [safe: not_safe=0.364, safe=0.636]
pocha  [safe: not_safe=0.351, safe=0.649]
pochas  [safe: not_safe=0.015, safe=0.985]
pocho  [safe: not_safe=0.469, safe=0.531]
pochos  [safe: not_safe=0.023, safe=0.977]
pocketpool  [safe: not_safe=0.005, safe=0.995]
poeben  [safe: not_safe=0.451, safe=0.549]
poep  [not safe: not_safe=0.861, safe=0.139]
poepen  [not safe: not_safe=0.967, safe=0.033]
pofa  [safe: not_safe=0.053, safe=0.947]
pofákat  [safe: not_safe=0.028, safe=0.972]
pofát  [safe: not_safe=0.286, safe=0.714]
pohm  [safe: not_safe=0.023, safe=0.977]
pohms  [safe: not_safe=0.009, safe=0.991]
pohuy  [safe: not_safe=0.483, safe=0.517]
pojeb  [safe: not_safe=0.020, safe=0.980]
pojebany  [safe: not_safe=0.028, safe=0.972]
pokker  [safe: not_safe=0.028, safe=0.972]
polac  [safe: not_safe=0.193, safe=0.807]
polack  [safe: not_safe=0.248, safe=0.752]
polacks  [safe: not_safe=0.086, safe=0.914]
polak  [safe: not_safe=0.186, safe=0.814]
pole licker  [not safe: not_safe=0.993, safe=0.007]
pole smoker  [safe: not_safe=0.582, safe=0.418]
pole sucker  [safe: not_safe=0.112, safe=0.888]
polesmoker  [safe: not_safe=0.077, safe=0.923]
polla  [safe: not_safe=0.292, safe=0.708]
pollock  [safe: not_safe=0.009, safe=0.991]
pollocks  [safe: not_safe=0.036, safe=0.964]
pomiciare  [safe: not_safe=0.008, safe=0.992]
pommy  [not safe: not_safe=0.833, safe=0.167]
pompa  [safe: not_safe=0.024, safe=0.976]
pompino  [safe: not_safe=0.460, safe=0.540]
ponyplay  [safe: not_safe=0.003, safe=0.997]
poo  [not safe: not_safe=0.941, safe=0.059]
poof  [safe: not_safe=0.056, safe=0.944]
poon  [safe: not_safe=0.786, safe=0.214]
poonani  [safe: not_safe=0.024, safe=0.976]
poonany  [safe: not_safe=0.020, safe=0.980]
poontang  [safe: not_safe=0.078, safe=0.922]
poontsee  [safe: not_safe=0.029, safe=0.971]
poop  [safe: not_safe=0.242, safe=0.758]
poopchute  [safe: not_safe=0.356, safe=0.644]
pooper  [safe: not_safe=0.005, safe=0.995]
pooperscooper  [safe: not_safe=0.003, safe=0.997]
pooping  [safe: not_safe=0.785, safe=0.215]
poorwhitetrash  [safe: not_safe=0.016, safe=0.984]
poot  [not safe: not_safe=0.921, safe=0.079]
popel  [not safe: not_safe=0.980, safe=0.020]
popierdolony  [safe: not_safe=0.014, safe=0.986]
popimp  [safe: not_safe=0.279, safe=0.721]
poppen  [safe: not_safe=0.613, safe=0.387]
porca  [safe: not_safe=0.510, safe=0.490]
porcaria  [safe: not_safe=0.238, safe=0.762]
porch monkey  [not safe: not_safe=0.939, safe=0.061]
porchmonkey  [safe: not_safe=0.028, safe=0.972]
porco  [safe: not_safe=0.728, safe=0.272]
porn  [safe: not_safe=0.173, safe=0.827]
pornflick  [safe: not_safe=0.010, safe=0.990]
pornking  [safe: not_safe=0.025, safe=0.975]
porno  [safe: not_safe=0.097, safe=0.903]
pornography  [safe: not_safe=0.007, safe=0.993]
pornos  [safe: not_safe=0.240, safe=0.760]
pornprincess  [safe: not_safe=0.061, safe=0.939]
porra  [not safe: not_safe=0.944, safe=0.056]
portiekslet  [safe: not_safe=0.034, safe=0.966]
pot  [safe: not_safe=0.107, safe=0.893]
potta  [not safe: not_safe=0.901, safe=0.099]
potverdorie  [safe: not_safe=0.772, safe=0.228]
pouffiasse  [safe: not_safe=0.082, safe=0.918]
poundtown  [safe: not_safe=0.040, safe=0.960]
pplicker  [safe: not_safe=0.339, safe=0.661]
pr*ck  [safe: not_safe=0.303, safe=0.697]
prcat  [safe: not_safe=0.102, safe=0.898]
prck  [safe: not_safe=0.192, safe=0.808]
prckr  [safe: not_safe=0.484, safe=0.516]
prdel  [safe: not_safe=0.125, safe=0.875]
prdelka  [safe: not_safe=0.431, safe=0.569]
premature  [safe: not_safe=0.288, safe=0.712]
preteen  [safe: not_safe=0.166, safe=0.834]
pric  [safe: not_safe=0.668, safe=0.332]
prick  [safe: not_safe=0.208, safe=0.792]
prick-face  [safe: not_safe=0.050, safe=0.950]
prick-gobbler  [not safe: not_safe=0.986, safe=0.014]
prick-head  [safe: not_safe=0.800, safe=0.200]
prickface  [safe: not_safe=0.768, safe=0.232]
prickhead  [safe: not_safe=0.779, safe=0.221]
pricks  [safe: not_safe=0.070, safe=0.930]
prig  [safe: not_safe=0.109, safe=0.891]
prissat  [safe: not_safe=0.015, safe=0.985]
proebat  [safe: not_safe=0.134, safe=0.866]
promudobladsksya  [safe: not_safe=0.026, safe=0.974]
pron  [safe: not_safe=0.090, safe=0.910]
propezdoloch  [safe: not_safe=0.371, safe=0.629]
prosrat  [safe: not_safe=0.030, safe=0.970]
prostituta  [safe: not_safe=0.020, safe=0.980]
prostitute  [safe: not_safe=0.042, safe=0.958]
prutt  [not safe: not_safe=0.916, safe=0.084]
pss  [safe: not_safe=0.732, safe=0.268]
pssy  [safe: not_safe=0.207, safe=0.793]
pthc  [safe: not_safe=0.370, safe=0.630]
pu$sy  [safe: not_safe=0.354, safe=0.646]
pu55y  [safe: not_safe=0.318, safe=0.682]
pube  [not safe: not_safe=0.869, safe=0.131]
pubes  [not safe: not_safe=0.843, safe=0.157]
pubic  [safe: not_safe=0.106, safe=0.894]
pubiclice  [not safe: not_safe=0.911, safe=0.089]
pubis  [safe: not_safe=0.515, safe=0.485]
publiciteitsgeil  [safe: not_safe=0.002, safe=0.998]
pud  [safe: not_safe=0.053, safe=0.947]
pudboy  [safe: not_safe=0.017, safe=0.983]
pudd  [not safe: not_safe=0.819, safe=0.181]
puddboy  [safe: not_safe=0.031, safe=0.969]
puke  [safe: not_safe=0.011, safe=0.989]
pula  [safe: not_safe=0.428, safe=0.572]
pule  [safe: not_safe=0.215, safe=0.785]
pull the pud  [not safe: not_safe=0.996, safe=0.004]
punani  [safe: not_safe=0.606, safe=0.394]
punanny  [not safe: not_safe=0.942, safe=0.058]
punany  [safe: not_safe=0.627, safe=0.373]
punci  [safe: not_safe=0.015, safe=0.985]
puncik  [safe: not_safe=0.488, safe=0.512]
punk ass mofoes  [safe: not_safe=0.475, safe=0.525]
punk-ass  [safe: not_safe=0.032, safe=0.968]
punkass  [safe: not_safe=0.133, safe=0.867]
punkasses  [safe: not_safe=0.777, safe=0.223]
punky  [safe: not_safe=0.032, safe=0.968]
punta  [not safe: not_safe=0.941, safe=0.059]
puntang  [safe: not_safe=0.630, safe=0.370]
puppami  [not safe: not_safe=0.905, safe=0.095]
purinapricness  [safe: not_safe=0.004, safe=0.996]
pusies  [safe: not_safe=0.102, safe=0.898]
puss  [not safe: not_safe=0.923, safe=0.077]
pusse  [safe: not_safe=0.741, safe=0.259]
pussee  [safe: not_safe=0.016, safe=0.984]
pusses  [safe: not_safe=0.064, safe=0.936]
pussi  [safe: not_safe=0.505, safe=0.495]
pussie  [safe: not_safe=0.068, safe=0.932]
pussies  [safe: not_safe=0.022, safe=0.978]
pussless  [safe: not_safe=0.035, safe=0.965]
pusslicker  [safe: not_safe=0.020, safe=0.980]
pussy  [safe: not_safe=0.083, safe=0.917]
pussy cat  [safe: not_safe=0.238, safe=0.762]
pussy fucker  [not safe: not_safe=0.952, safe=0.048]
pussy lick  [not safe: not_safe=0.993, safe=0.007]
pussy licker  [not safe: not_safe=0.990, safe=0.010]
pussy licking  [not safe: not_safe=0.993, safe=0.007]
pussycat  [safe: not_safe=0.057, safe=0.943]
pussydestroyer  [safe: not_safe=0.005, safe=0.995]
pussyeater  [safe: not_safe=0.004, safe=0.996]
pussyfart  [safe: not_safe=0.033, safe=0.967]
pussyfucker  [safe: not_safe=0.066, safe=0.934]
pussylicker  [safe: not_safe=0.091, safe=0.909]
pussylickers  [safe: not_safe=0.061, safe=0.939]
pussylicking  [safe: not_safe=0.053, safe=0.947]
pussylips  [safe: not_safe=0.150, safe=0.850]
pussylover  [safe: not_safe=0.077, safe=0.923]
pussypalace  [safe: not_safe=0.135, safe=0.865]
pussypounder  [safe: not_safe=0.009, safe=0.991]
pussys  [safe: not_safe=0.336, safe=0.664]
pussywhipped  [not safe: not_safe=0.917, safe=0.083]
pusy  [not safe: not_safe=0.818, safe=0.182]
puta  [safe: not_safe=0.106, safe=0.894]
puta que pariu  [not safe: not_safe=0.996, safe=0.004]
putain  [safe: not_safe=0.011, safe=0.989]
putain de con  [safe: not_safe=0.566, safe=0.434]
putain de merde  [not safe: not_safe=0.991, safe=0.009]
putamadre  [safe: not_safe=0.018, safe=0.982]
pute  [not safe: not_safe=0.997, safe=0.003]
puto  [not safe: not_safe=0.974, safe=0.026]
puttana  [not safe: not_safe=0.940, safe=0.060]
puuke  [not safe: not_safe=0.835, safe=0.165]
puuker  [safe: not_safe=0.688, safe=0.312]
puussy  [not safe: not_safe=0.989, safe=0.011]
puzzies  [safe: not_safe=0.027, safe=0.973]
puzzy  [safe: not_safe=0.004, safe=0.996]
pyllyvako  [safe: not_safe=0.045, safe=0.955]
pédale  [safe: not_safe=0.179, safe=0.821]
pédé  [not safe: not_safe=0.987, safe=0.013]
pétasse  [not safe: not_safe=0.880, safe=0.120]
péter  [not safe: not_safe=0.950, safe=0.050]
pênis  [safe: not_safe=0.143, safe=0.857]
píchat  [safe: not_safe=0.050, safe=0.950]
píčus  [safe: not_safe=0.470, safe=0.530]
pöcs  [not safe: not_safe=0.924, safe=0.076]
pöcsök  [not safe: not_safe=0.917, safe=0.083]
pöcsöket  [not safe: not_safe=0.953, safe=0.047]
pöcsöt  [not safe: not_safe=0.920, safe=0.080]
pök  [safe: not_safe=0.196, safe=0.804]
qahbeh  [safe: not_safe=0.215, safe=0.785]
quaglia  [safe: not_safe=0.140, safe=0.860]
quashie  [safe: not_safe=0.011, safe=0.989]
queaf  [safe: not_safe=0.102, safe=0.898]
queca  [safe: not_safe=0.452, safe=0.548]
queef  [safe: not_safe=0.048, safe=0.952]
queer  [safe: not_safe=0.748, safe=0.252]
queerbait  [safe: not_safe=0.334, safe=0.666]
queerhole  [safe: not_safe=0.106, safe=0.894]
queero  [safe: not_safe=0.071, safe=0.929]
queers  [not safe: not_safe=0.944, safe=0.056]
queerz  [safe: not_safe=0.199, safe=0.801]
quickie  [safe: not_safe=0.030, safe=0.970]
quicky  [safe: not_safe=0.556, safe=0.444]
quiff  [safe: not_safe=0.024, safe=0.976]
quim  [safe: not_safe=0.670, safe=0.330]
qweers  [safe: not_safe=0.251, safe=0.749]
qweerz  [safe: not_safe=0.797, safe=0.203]
qweir  [safe: not_safe=0.161, safe=0.839]
r3t@rd  [safe: not_safe=0.012, safe=0.988]
r3t@rded  [safe: not_safe=0.012, safe=0.988]
r3tard  [safe: not_safe=0.017, safe=0.983]
raand  [safe: not_safe=0.047, safe=0.953]
raaskallen  [safe: not_safe=0.013, safe=0.987]
racista  [safe: not_safe=0.050, safe=0.950]
raghead  [safe: not_safe=0.006, safe=0.994]
ragheads  [safe: not_safe=0.006, safe=0.994]
ragtard  [safe: not_safe=0.054, safe=0.946]
ramera  [safe: not_safe=0.009, safe=0.991]
ramoner  [safe: not_safe=0.623, safe=0.377]
ramrod  [safe: not_safe=0.009, safe=0.991]
randaap  [safe: not_safe=0.014, safe=0.986]
randi  [not safe: not_safe=0.882, safe=0.118]
rap3  [safe: not_safe=0.016, safe=0.984]
rap3d  [safe: not_safe=0.013, safe=0.987]
rape  [safe: not_safe=0.056, safe=0.944]
raped  [not safe: not_safe=0.989, safe=0.011]
raper  [safe: not_safe=0.011, safe=0.989]
raping  [safe: not_safe=0.013, safe=0.987]
rapist  [safe: not_safe=0.015, safe=0.985]
raspeezdeyi  [not safe: not_safe=0.838, safe=0.162]
raspizdatyi  [not safe: not_safe=0.873, safe=0.127]
rautenberg  [safe: not_safe=0.050, safe=0.950]
reacharound  [safe: not_safe=0.004, safe=0.996]
rearend  [safe: not_safe=0.003, safe=0.997]
rearentry  [safe: not_safe=0.004, safe=0.996]
recchione  [not safe: not_safe=0.934, safe=0.066]
recktum  [safe: not_safe=0.615, safe=0.385]
rectal  [safe: not_safe=0.422, safe=0.578]
rectum  [safe: not_safe=0.006, safe=0.994]
rectus  [safe: not_safe=0.134, safe=0.866]
redleg  [safe: not_safe=0.015, safe=0.985]
redlegs  [safe: not_safe=0.018, safe=0.982]
redlight  [safe: not_safe=0.009, safe=0.991]
redneck  [safe: not_safe=0.010, safe=0.990]
